off_id,agribalyse_en,agribalyse_fr
en:chicory,"Green endive, raw","Chicorée verte, crue"
en:chili-pepper,"Chili pepper, raw","Piment, cru"
en:chinese-chestnut,"Chestnut, raw","Châtaigne, crue"
en:chives,"Chive or spring onion, fresh","Ciboule ou Ciboulette, fraîche"
en:chocolate-ice-cream,Ice cream log,Bûche glacée
en:chocolate-ice-cream,"Ice cream, in box","Glace ou crème glacée, en bac"
en:chocolate-ice-cream,"Ice cream, luxury, in box","Glace ou crème glacée, gourmande, en bac"
en:chocolate-pieces,"Dark chocolate bar, more than 40% cocoa, for cooking","Chocolat noir à 40% de cacao minimum, à pâtisser, tablette"
en:chocolate-pieces,Milk chocolate bar,"Chocolat au lait, tablette"
en:chocolate,"Dark chocolate bar, more than 40% cocoa, for cooking","Chocolat noir à 40% de cacao minimum, à pâtisser, tablette"
en:chocolate,Milk chocolate bar,"Chocolat au lait, tablette"
en:chocolate-sauce,Chocolate sauce,Sauce au chocolat
en:chopped-tomatoes,"Tomato in season, raw","Tomate de saison, crue"
en:chorizo,"Spicy pork sausage with red pepper, in large slices","Chorizo supérieur, doux ou fort, type charcuterie en tranches"
en:chorizo,"Spicy pork sausage with red pepper, no precision",Chorizo
en:chorizo,Dry spicy pork sausage with red pepper,"Chorizo supérieur, doux ou fort, type saucisse sèche"
en:churned-butter,"Butter, 82% fat, unsalted","Beurre à 82% MG, doux"
en:cider-vinegar,"Vinegar, cider",Vinaigre de cidre
en:cidre-apple-juice,"Apple juice, pure juice","Jus de pomme, pur jus"
en:cinnamon,"Cinnamon, powder","Cannelle, poudre"
en:cinnamon-powder,"Cinnamon, powder","Cannelle, poudre"
en:clam,"Mussel, common, raw","Moule commune, crue"
en:clam,"Mediterranean mussel, raw","Moule de Méditerranée, crue"
en:clementine,"Clementine, pulp, raw","Clémentine, pulpe, crue"
en:clove,Cloves,Clou de girofle
en:cocoa,"Cocoa powder, without sugar, powder, instant","Cacao, non sucré, poudre soluble"
en:cocoa-butter,Cocoa butter,Beurre de cacao
en:cocoa-mass-and-cocoa-butter,Cocoa butter,Beurre de cacao
en:cocoa-powder,"Cocoa powder, without sugar, powder, instant","Cacao, non sucré, poudre soluble"
en:coconut,"Coconut, kernel, dried","Noix de coco, amande, sèche"
en:coconut-cream,Coconut milk or coconut cream,Lait de coco ou Crème de coco
en:coconut-milk,Coconut milk or coconut cream,Lait de coco ou Crème de coco
en:coconut-powder,"Coconut, kernel, dried","Noix de coco, amande, sèche"
en:coconut-pulp,"Coconut, kernel, dried","Noix de coco, amande, sèche"
en:coconut-water,"Coconut, kernel, dried","Noix de coco, amande, sèche"
en:cod,"Cod, raw","Cabillaud, cru"
en:coffee,"Coffee, ground","Café, moulu"
en:coffee-powder,"Coffee, powder, instant","Café, poudre soluble"
en:cognac,"Spirit made from wine, armagnac or cognac type","Eau de vie de vin, type armagnac, cognac"
en:cold-pressed-sunflower-oil,Sunflower oil,Huile de tournesol
en:colza-oil,Rapeseed oil,Huile de colza
en:common-morel,"Morel, raw","Champignon, morille, crue"
en:common-octopus,"Squid, raw","Calmar ou calamar ou encornet, cru"
en:comte-cheese,"Comté cheese, from cow's milk",Comté
en:concentrated-tomato-puree,"Tomato paste, concentrated, canned","Tomate, concentré, appertisé"
en:condensed-milk,"Condensed milk, without sugar, whole","Lait concentré non sucré, entier"
en:condensed-skimmed-milk,"Condensed milk, without sugar, whole","Lait concentré non sucré, entier"
en:condensed-whole-milk,"Condensed milk, without sugar, whole","Lait concentré non sucré, entier"
en:conference-pear,"Pear, peeled, raw","Poire, pulpe, crue"
en:conference-pear,"Pear, pulp and peel, raw","Poire, pulpe et peau, crue"
en:conger-conger,"Conger, raw","Congre, cru"
en:cooked-beef-meat,"Beef, minced steak, 10% fat, cooked","Bœuf, steak haché 10% MG, cuit"
en:cooked-beef-meat,"Beef, knuckle, boiled/cooked in water","Boeuf, jarret, bouilli/cuit à l'eau"
en:cooked-beef-meat,"Beef, minced steak, 20% fat, cooked","Bœuf, steak haché 20% MG, cuit"
en:cooked-beef-meat,"Heart, beef, cooked","Coeur, boeuf, cuit"
en:cooked-beef-meat,"Beef, meat balls, cooked","Boeuf, boulettes cuites"
en:cooked-beef-meat,"Beef, minced steak, 5% fat, cooked","Bœuf, steak haché 5% MG, cuit"
en:cooked-beef-meat,"Beef, minced steak, 15% fat, cooked","Bœuf, steak haché 15% MG, cuit"
en:cooked-beef-meat,"Beef, round, cooked","Boeuf, gîte à la noix, cuit"
en:cooked-bulgur,"Wheat bulgur, cooked, unsalted","Boulgour de blé, cuit, non salé"
en:cooked-carrot,"Carrot, cooked","Carotte, cuite"
en:cooked-chestnuts,"Chestnut, canned","Châtaigne ou Marron, appertisé"
en:cooked-fresh-pasta,"Fresh egg pasta, cooked, unsalted","Pâtes fraîches, aux œufs, cuites, non salées"
en:cooked-green-lentils,"Green lentil, cooked","Lentille verte, cuite"
en:cooked-ham,"Cooked ham, superior quality, rind less","Jambon cuit, supérieur, découenné"
en:cooked-ham,"Cooked ham, superior quality, rind less and fatless","Jambon cuit, supérieur, découenné dégraissé"
en:cooked-ham,"Cooked ham, smoked","Jambon cuit, fumé"
en:cooked-ham,"Cooked ham, superior quality","Jambon cuit, supérieur"
en:cooked-ham,"Cooked ham, superior quality, reduced salt","Jambon cuit, supérieur, à teneur réduite en sel"
en:cooked-ham,"Round of ham, cooked",Rond de jambon cuit
en:cooked-ham,"Cooked ham, choice","Jambon cuit, choix"
en:cooked-ham,"Cooked ham, Parisian-style, rind less and fatless","Jambon cuit, de Paris, découenné dégraissé"
en:cooked-ham,"Cooked ham, superior quality, with rind","Jambon cuit, supérieur, avec couenne"
en:cooked-ham,"Pork, ham escalope, cooked","Porc, escalope de jambon, cuite"
en:cooked-ham,"Cooked ham, choice, w rind","Jambon cuit, choix, avec couenne"
en:cooked-ham,"Cooked ham, choice, rind less and fatless","Jambon cuit, choix, découenné dégraissé"
en:cooked-lardoons,"Smoked lardoons, cooked","Lardon fumé, cuit"
en:cooked-lardoons,"Lardoons, cooked","Lardon nature, cuit"
en:cooked-pasta,"Dried pasta, cooked, unsalted","Pâtes sèches standard, cuites, non salées"
en:cooked-pasta,"Fresh egg pasta, cooked, unsalted","Pâtes fraîches, aux œufs, cuites, non salées"
en:cooked-pasta,"Dried pasta, gluten-free, cooked, unsalted","Pâtes sèches, sans gluten, cuites, non salées"
en:cooked-pasta,"Dried egg pasta, cooked, unsalted","Pâtes sèches, aux œufs, cuites, non salées"
en:cooked-pasta,"Dried pasta, wholemeal, cooked, unsalted","Pâtes sèches, au blé complet, cuites, non salées"
en:cooked-potato,"Potato, roasted/baked","Pomme de terre, rôtie/cuite au four"
en:cooked-potato,"Potato, pre-fried into cubes, frozen, cooked","Pomme de terre rissolée, surgelée, cuite"
en:cooked-potato,"Ware potato, boiled/cooked in water, peeled","Pomme de terre de conservation, sans peau, bouillie/cuite à l'eau"
en:cooked-rice,"Rice, brown, cooked, unsalted","Riz complet, cuit, non salé"
en:cooked-rice,"Wild rice, cooked, unsalted","Riz sauvage, cuit, non salé"
en:cooked-rice,"Rice, cooked, unsalted","Riz blanc, cuit, non salé"
en:cooked-rice,"Rice, parboiled, cooked, unsalted","Riz blanc étuvé, cuit, non salé"
en:cooked-rice,"Rice, red, cooked, unsalted","Riz rouge, cuit, non salé"
en:cooked-wheat,"Durum wheat pre-cooked, whole grain, cooked, unsalted","Blé dur précuit, grains entiers, cuit, non salé"
en:cooked-white-rice,"Rice, cooked, unsalted","Riz blanc, cuit, non salé"
en:coriander,"Coriander, seed","Coriandre, graine"
en:coriander,"Coriander, fresh","Coriandre, fraiche"
en:coriander-leaves,"Coriander, fresh","Coriandre, fraiche"
en:coriander-seeds,"Coriander, seed","Coriandre, graine"
en:corn,"Sweet corn, on the cob, frozen, raw","Maïs doux, en épis, surgelé, cru"
en:corn,"Sweet corn, frozen, raw","Maïs doux, surgelé, cru"
en:corn,"Corn or maize grain, raw","Maïs entier, cru"
en:corn-flakes,"Breakfast cereals, corn flakes, plain (not fortified with vitamins and chemical elements)",Pétales de maïs natures (non enrichis en vitamines et minéraux)
en:corn-flour,Maize/corn flour,Farine de maïs
en:corn-oil,Maize/corn oil,Huile de maïs
en:corn-salad,"Lamb's lettuce, raw","Mâche, crue"
en:corn-starch,Maize/corn starch,Amidon de maïs ou fécule de maïs
en:cornmeal,"Polenta or Maize/corn semolina, pre-cooked, dried","Polenta ou semoule de maïs, précuite, sèche"
en:cottage-cheese,"Petit-Suisse like fresh cream cheese, plain, around 9% fat","Fromage frais type petit suisse, nature, 10% MG environ"
en:cottonseed-oil,Cottonseed oil,Huile de coton
en:courgette,"Courgette or zucchini, pulp and peel, raw","Courgette, pulpe et peau, crue"
en:couscous,"Couscous (durum wheat semolina pre-cooked with steam), raw","Couscous (semoule de blé dur roulée précuite à la vapeur), crue"
en:cow-cheese,"Coulommiers cheese, from cow's milk",Coulommiers
en:cow-cheese,"Feta-type cheese from cow's milk, in oil and spices","Fromage type feta, au lait de vache, à l'huile et aux aromates"
en:cow-cheese,"Maroilles cheese, from cow's milk","Maroilles, sans précision"
en:cow-cheese,"Neufchâtel cheese, from cow's milk",Neufchâtel
en:cow-cheese,"Camembert cheese, from cow's milk","Camembert, sans précision"
en:cow-cheese,"Brie de Melun cheese, from cow's milk",Brie de Melun
en:cow-cheese,"Pont l'Evêque cheese, from cow's milk",Pont l'Évêque
en:cow-cheese,"Saint-Marcellin cheese, from cow's milk",Saint-Marcellin
en:cow-cheese,"Carré de l'Est cheese, from cow's milk",Carré de l'Est
en:cow-cheese,"Époisses cheese, from cow's milk",Époisses
en:cow-cheese,"Brie de Meaux cheese, from cow's milk",Brie de Meaux
en:cow-cheese,"Vacherin cheese or Mont d'or cheese, from cow's milk",Mont d'or ou Vacherin du Haut-Doubs (produit en France) ou Vacherin-Mont d'Or (produit en Suisse)
en:cow-cheese,"Chaource cheese, from cow's milk",Chaource
en:cow-cheese,Feta-type cheese from cow's milk,"Fromage type feta, au lait de vache"
en:cow-cheese,"Livarot cheese, from cow's milk",Livarot
en:cow-cheese,"Camembert cheese, from cow's milk, from raw milk",Camembert au lait cru
en:cow-cheese,"Saint-Felicien cheese, from cow's milk",Saint-Félicien
en:cow-cheese,"Brie cheese, from cow's milk","Brie, sans précision"
en:cow-cheese,"Blue cheese, from cow's milk",Fromage bleu au lait de vache
en:cow-cheese,"Langres cheese, from cow's milk",Langres
en:cow-cheese,"Reblochon cheese, from cow's milk",Reblochon
en:cow-cheese,"Munster cheese, from cow's milk",Munster
en:cracked-black-pepper,"Black pepper, powder","Poivre noir, poudre"
en:cranberry,"Cranberry, raw","Canneberge ou cranberry, crue"
en:crayfish,"Norway lobster, raw","Langoustine, crue"
en:cream,"Thick cream 30% fat, refrigerated","Crème de lait, 30% MG, épaisse, rayon frais"
en:cream,"Liquid cream 30% fat, UHT","Crème de lait, 30% MG, semi-épaisse, UHT"
en:cream,"Liquid cream, light, 15-20% fat, UHT","Crème de lait, 15 à 20% MG, légère, semi-épaisse, UHT"
en:crouton,Croutons,Croûtons
en:crouton,"Croutons, plain, prepacked","Croûtons nature, préemballés"
en:crushed-peeled-tomato,"Tomato, peeled, canned, drained","Tomate, pelée, appertisée, égouttée"
en:cucumber,"Cucumber, pulp and peel, raw","Concombre, pulpe et peau, cru"
en:cucumber,"Cucumber, pulp, raw","Concombre, pulpe, cru"
en:cucumber-juice,"Cucumber, pulp and peel, raw","Concombre, pulpe et peau, cru"
en:cucumber-juice,"Cucumber, pulp, raw","Concombre, pulpe, cru"
en:cumin-seeds,"Cumin, seed","Cumin, graine"
en:curry,"Curry, powder","Curry, poudre"
en:curry-powder,"Curry, powder","Curry, poudre"
en:dairy,"Fermented milk or dairy specialty, yogurt type, flavoured, with sugar, with bifidus","Lait fermenté ou spécialité laitière type yaourt, aromatisé, sucré, au bifidus"
en:dairy,"Dairy drink or fermented milk or yogurt, with fruits, with sugar","Boisson lactée, lait fermenté ou yaourt à boire, aux fruits, sucré"
en:dairy,"Dairy drink or fermented milk or yogurt, plain, with sugar","Boisson lactée, lait fermenté ou yaourt à boire, nature, sucré"
en:dairy,"Dairy fat 20% fat, light, spreadable, unsalted","Matière grasse laitière à 20% MG, légère, ""à tartiner"", doux"
en:dairy,"Dairy drink or fermented milk or yogurt, flavoured, with sugar","Boisson lactée, lait fermenté ou yaourt à boire, aromatisé, sucré"
en:dairy,"Fermented milk or dairy specialty, yogurt type, plain, with bifidus","Lait fermenté ou spécialité laitière type yaourt, nature, au bifidus"
en:dairy,"Yogurt, fermented milk or dairy specialty, with cereals, fat free","Yaourt, lait fermenté ou spécialité laitière, aux céréales, 0% MG"
en:dairy,"Fermented milk or dairy specialty, yogurt type, with fruits, with sugar, with bifidus","Lait fermenté ou spécialité laitière type yaourt, aux fruits, sucré, au bifidus"
en:dairy,"Yogurt, fermented milk or dairy specialty, flavoured, with sweetener, fat free","Yaourt, lait fermenté ou spécialité laitière, aromatisé, avec édulcorants, 0% MG"
en:dairy,"Dairy fat 25% fat, light, spreadable, unsalted","Matière grasse laitière à 25% MG, légère, ""à tartiner"", doux"
en:dairy,"Dairy drink or fermented milk or yogurt, plain, with sugar, with L Casei","Boisson lactée, lait fermenté ou yaourt à boire, nature, sucré, au L Casei"
en:dark-chocolate,"Dark chocolate bar, without sugar and with artificial sweeteners","Chocolat noir sans sucres ajoutés, avec édulcorants, en tablette"
en:dark-chocolate,"Dark chocolate bar, more than 40% cocoa, for cooking","Chocolat noir à 40% de cacao minimum, à pâtisser, tablette"
en:dark-chocolate,"Dark chocolate bar, less than 70% cocoa","Chocolat noir à moins de 70% de cacao, à croquer, tablette"
en:dark-chocolate,"Dark chocolate bar, more than 70% cocoa","Chocolat noir à 70% cacao minimum, extra, dégustation, tablette"
en:date,"Date, pulp and peel, dried","Datte, pulpe et peau, sèche"
en:deep-sea-shrimp,"deep water pink shrimp, raw","Crevette rose, crue"
en:deep-water-cape-hake,"Shallow-water Cape hake, raw","Merlu blanc du Cap, surgelé, cru"
en:deepwater-redfish,"Golden redfish, raw","Sébaste du nord, ou dorade sébaste, ou daurade sébaste, crue"
en:dehydrated-parsley,"Parsley, dried","Persil, séché"
en:dehydrated-potato-flakes,"Potato flakes, dehydrated, plain","Pomme de terre, flocons déshydratés, nature"
en:dehydrated-spirulina,"Spirulina, (spirulina sp.), dried","Spiruline (Spirulina sp.), séchée ou déshydratée"
en:deodorized-sunflower-oil,Sunflower oil,Huile de tournesol
en:dextrinated-barley-flour,Barley flour,Farine d'orge
en:dextrinated-cornmeal,Maize/corn flour,Farine de maïs
en:dextrinated-rice-flour,Rice flour,Farine de riz
en:dextrinated-rye-flour,"Rye flour, type 170",Farine de seigle T170
en:dextrinated-rye-flour,"Rye flour, type 85",Farine de seigle T85
en:dextrinated-rye-flour,"Rye flour, type 130",Farine de seigle T130
en:dextrinated-spelt-flour,Spelt flour,Farine d'épeautre (grand épeautre)
en:dextrinated-wheat-flour,"Wheat flour, type 150",Farine de blé tendre ou froment T150
en:dextrinated-wheat-flour,"Wheat flour, type 80",Farine de blé tendre ou froment T80
en:dextrinated-wheat-flour,"Wheat flour, type 65",Farine de blé tendre ou froment T65
en:dextrinated-wheat-flour,"Wheat flour, type 110",Farine de blé tendre ou froment T110
en:dill,"Dill, fresh","Aneth, frais"
en:double-concentrated-tomato,"Tomato paste, double concentrate, canned","Tomate, double concentré, appertisé"
en:dough,"Puff pastry, raw","Pâte feuilletée, matière grasse végétale, crue"
en:dough,"Short crust pastry, pure butter, raw","Pâte brisée, pur beurre, crue"
en:dough,"Puff pastry, pure butter, raw","Pâte feuilletée pur beurre, crue"
en:dough,"Short crust pastry, raw","Pâte brisée, crue"
en:dough,"Thin-crust pizza shell, raw","Pâte à pizza fine, crue"
en:dough,"Shortbread dough, pure butter, raw","Pâte sablée pur beurre, crue"
en:dough,"Shortbread dough, raw","Pâte sablée, crue"
en:dough,"Phyllo or filo dough, raw","Pâte phyllo ou Pâte filo, crue"
en:dried-apple,"Apple, dried","Pomme, sèche"
en:dried-apple-pieces,"Apple, dried","Pomme, sèche"
en:dried-apricots,"Apricot, pitted, dried","Abricot, dénoyauté, sec"
en:dried-banana,"Banana, pulp, dried","Banane, pulpe, sèche"
en:dried-basil,"Basil, dried","Basilic, séché"
en:dried-cayenne-pepper,Cayenne pepper,Poivre de Cayenne ou piment de Cayenne
en:dried-spring-onion,"Onion, dried","Oignon, séché"
en:dried-thyme,"Thyme, dried","Thym, séché"
en:dried-tomatoes,"Tomato, dried","Tomate, séchée"
en:dry-roasted-almonds,"Almond, grilled, salted","Amande, grillée, salée"
en:dry-white-wine,"Wine, white, dry, 11°",Vin blanc sec 11°
en:duck,"Duck, meat, raw","Canard, viande, crue"
en:duck-egg,"Duck egg, raw","Oeuf de cane, cru"
en:duck-fat,Duck fat,Graisse de canard
en:duck-liver,"Liver, duck, raw","Foie, canard, cru"
en:duck-meat,"Duck, meat, raw","Canard, viande, crue"
en:dulse,"Dulse (Palmaria palmata), dried or dehydrated","Dulse (Palmaria palmata), séchée ou déshydratée"
en:durum-wheat,"Durum wheat pre-cooked, whole grain, cooked, to pan-fry","Blé dur précuit, grains entiers, cuisiné, à poêler"
en:durum-wheat,"Durum wheat, pre-cooked, cooked, in a microwaveable bag","Blé dur précuit cuisiné, en sachet micro-ondable"
en:durum-wheat,"Wheat, whole, pre-cooked, raw","Blé dur précuit, entier, cru"
en:durum-wheat,"Durum wheat, whole, raw","Blé dur entier, cru"
en:durum-wheat-semolina,"Durum wheat semolina, raw","Semoule de blé dur, crue"
